day_slot,is_randomized,weather,temperature,location,activity,jbsteps30pre_bucket,send,response,user_id,study_day,is_weekday,activity_level,zero_tendency,jbsteps30pre
3,False,PartlyCloudy,temp_mild,Home,STILL,steps_zero,no_send,no_send,63,2,True,mid,frequent,0
4,True,PartlyCloudy,temp_mild,Home,STILL,steps_q2,non_activity,good,63,2,True,mid,frequent,65
5,True,PartlyCloudy,temp_mild,Home,STILL,steps_q7,non_activity,no_response,63,2,True,mid,frequent,334
1,True,Clear,temp_warm,Home,STILL,steps_q5,activity,no_response,63,3,True,mid,frequent,167
2,False,Clear,temp_warm,Home,STILL,steps_zero,no_send,no_send,63,3,True,mid,frequent,0
3,False,Clear,temp_warm,Home,STILL,steps_zero,no_send,no_send,63,3,True,mid,frequent,0
4,False,Clear,temp_warm,Home,STILL,steps_q6,no_send,no_send,63,3,True,mid,frequent,266
5,True,Clear,temp_warm,Home,STILL,steps_high,non_activity,no_response,63,3,True,mid,frequent,3013
1,True,Rain,temp_cold,Home,STILL,steps_q3,non_activity,no_response,63,4,True,mid,frequent,88
3,False,Clear,temp_cold,Home,STILL,steps_q5,non_activity,good,63,4,True,mid,frequent,186
4,True,Clear,temp_cold,Home,STILL,steps_q6,activity,good,63,4,True,mid,frequent,275
1,True,Overcast,temp_cool,Home,STILL,steps_q2,non_activity,no_response,63,5,True,mid,frequent,38
2,False,Overcast,temp_cool,Home,STILL,steps_q1,no_send,no_send,63,5,True,mid,frequent,21
3,True,MostlyCloudy,temp_cool,Restaurant,STILL,steps_high,activity,bad,63,5,True,mid,frequent,1949
4,False,Overcast,temp_cool,University,STILL,steps_q2,no_send,no_send,63,5,True,mid,frequent,47
5,True,Overcast,temp_cool,Restaurant,STILL,steps_zero,non_activity,bad,63,5,True,mid,frequent,0
1,False,Clear,temp_cool,Home,STILL,steps_zero,no_send,no_send,63,6,False,mid,frequent,0
3,True,Overcast,temp_cool,Work,STILL,steps_zero,non_activity,good,63,6,False,mid,frequent,0
4,False,PartlyCloudy,temp_cool,Home,STILL,steps_q6,non_activity,no_response,63,6,False,mid,frequent,240
5,False,MostlyCloudy,temp_cool,Home,STILL,steps_q6,no_send,no_send,63,6,False,mid,frequent,277
1,True,Overcast,temp_cool,Healthcare,STILL,steps_zero,activity,no_response,63,7,False,mid,frequent,0
2,False,Rain,temp_mild,Healthcare,STILL,steps_q6,no_send,no_send,63,7,False,mid,frequent,281
3,True,Overcast,temp_mild,University,STILL,steps_q6,non_activity,no_response,63,7,False,mid,frequent,290
4,True,Overcast,temp_mild,Healthcare,STILL,steps_q1,non_activity,no_response,63,7,False,mid,frequent,24
5,True,Overcast,temp_mild,University,ON_MOVE,steps_q4,no_send,no_send,63,7,False,mid,frequent,148
1,True,Overcast,temp_cool,University,STILL,steps_zero,non_activity,no_response,63,8,True,mid,frequent,0
3,True,Overcast,temp_cool,Restaurant,STILL,steps_q2,activity,no_response,63,8,True,mid,frequent,63
4,True,Overcast,temp_mild,Restaurant,STILL,steps_high,non_activity,no_response,63,8,True,mid,frequent,4661
5,False,Overcast,temp_mild,Restaurant,STILL,steps_q6,no_send,no_send,63,8,True,mid,frequent,278
1,True,MostlyCloudy,temp_mild,University,STILL,steps_zero,non_activity,no_response,63,10,True,mid,frequent,0
2,True,Clear,temp_cool,University,STILL,steps_q7,activity,no_response,63,10,True,mid,frequent,383
3,False,MostlyCloudy,temp_mild,Store,STILL,steps_q1,no_send,no_send,63,10,True,mid,frequent,21
4,False,MostlyCloudy,temp_cool,University,STILL,steps_q5,no_send,no_send,63,10,True,mid,frequent,166
1,True,Clear,temp_cool,University,STILL,steps_zero,activity,no_response,63,11,True,mid,frequent,0
2,True,Clear,temp_mild,Store,STILL,steps_q7,activity,good,63,11,True,mid,frequent,439
3,True,Clear,temp_cool,Store,STILL,steps_q8,activity,no_response,63,11,True,mid,frequent,606
4,True,Clear,temp_cool,Store,STILL,steps_q8,non_activity,bad,63,11,True,mid,frequent,763
5,False,PartlyCloudy,temp_mild,Healthcare,STILL,steps_q7,no_send,no_send,63,11,True,mid,frequent,403
1,True,Overcast,temp_mild,Home,STILL,steps_q4,non_activity,no_response,63,12,True,mid,frequent,158
2,False,Overcast,temp_mild,Restaurant,STILL,steps_q4,no_send,no_send,63,12,True,mid,frequent,137
3,False,MostlyCloudy,temp_mild,Work,STILL,steps_q2,no_send,no_send,63,12,True,mid,frequent,60
4,True,MostlyCloudy,temp_mild,Work,STILL,steps_q7,non_activity,good,63,12,True,mid,frequent,458
5,True,MostlyCloudy,temp_warm,Restaurant,STILL,steps_q4,non_activity,good,63,12,True,mid,frequent,126
1,True,MostlyCloudy,temp_mild,Home,STILL,steps_q3,non_activity,no_response,63,15,True,mid,frequent,107
3,False,MostlyCloudy,temp_mild,Home,STILL,steps_q6,non_activity,no_response,63,15,True,mid,frequent,308
5,False,PartlyCloudy,temp_mild,Home,STILL,steps_q6,no_send,no_send,63,15,True,mid,frequent,274
1,True,Clear,temp_cool,University,STILL,steps_q2,activity,good,63,16,True,mid,frequent,39
2,False,Clear,temp_cool,University,STILL,steps_zero,no_send,no_send,63,16,True,mid,frequent,0
3,False,Clear,temp_cool,University,STILL,steps_q5,no_send,no_send,63,16,True,mid,frequent,200
4,True,Clear,temp_cool,Home,STILL,steps_q5,activity,good,63,16,True,mid,frequent,171
5,False,Clear,temp_cool,Home,STILL,steps_zero,no_send,no_send,63,16,True,mid,frequent,0
1,True,Clear,temp_cool,Work,STILL,steps_q7,non_activity,no_response,63,17,True,mid,frequent,345
2,True,Clear,temp_cold,Restaurant,STILL,steps_q1,non_activity,good,63,17,True,mid,frequent,29
3,False,Clear,temp_cool,Store,STILL,steps_q2,no_send,no_send,63,17,True,mid,frequent,56
4,False,Clear,temp_cold,Home,STILL,steps_zero,no_send,no_send,63,17,True,mid,frequent,0
5,True,Clear,temp_cold,Home,STILL,steps_q5,activity,good,63,17,True,mid,frequent,197
1,True,MostlyCloudy,temp_cool,ClothingStore,STILL,steps_q7,activity,no_response,63,18,True,mid,frequent,328
2,False,MostlyCloudy,temp_cool,Store,STILL,steps_q4,no_send,no_send,63,18,True,mid,frequent,121
3,True,Clear,temp_cool,Store,STILL,steps_q1,non_activity,good,63,18,True,mid,frequent,30
4,True,MostlyCloudy,temp_cool,Work,STILL,steps_q1,activity,good,63,18,True,mid,frequent,36
5,True,Clear,temp_cool,Work,STILL,steps_q7,non_activity,no_response,63,18,True,mid,frequent,337
1,False,Overcast,temp_cold,Work,STILL,steps_q2,non_activity,good,63,19,True,mid,frequent,58
3,True,Rain,temp_cool,Work,STILL,steps_q2,non_activity,no_response,63,19,True,mid,frequent,37
4,True,Overcast,temp_cool,Work,STILL,steps_q2,non_activity,no_response,63,19,True,mid,frequent,40
5,False,Overcast,temp_cool,Work,STILL,steps_q5,no_send,no_send,63,19,True,mid,frequent,169
1,True,Overcast,temp_warm,University,STILL,steps_q1,activity,no_response,63,22,True,mid,frequent,28
2,False,Overcast,temp_mild,University,STILL,steps_q7,no_send,no_send,63,22,True,mid,frequent,414
3,False,MostlyCloudy,temp_warm,University,STILL,steps_q5,no_send,no_send,63,22,True,mid,frequent,227
4,True,Overcast,temp_mild,University,STILL,steps_q1,activity,good,63,22,True,mid,frequent,24
5,True,Overcast,temp_warm,University,STILL,steps_q1,non_activity,bad,63,22,True,mid,frequent,35
1,True,PartlyCloudy,temp_mild,Home,STILL,steps_q4,non_activity,bad,63,25,True,mid,frequent,151
3,True,Clear,temp_warm,Home,STILL,steps_q6,activity,good,63,25,True,mid,frequent,309
4,True,Clear,temp_hot,Home,STILL,steps_high,activity,no_response,63,25,True,mid,frequent,2376
5,False,Clear,temp_hot,Home,STILL,steps_q8,no_send,no_send,63,25,True,mid,frequent,638
1,True,Clear,temp_warm,Healthcare,STILL,steps_q3,activity,good,63,26,True,mid,frequent,103
2,True,Clear,temp_warm,Healthcare,STILL,steps_zero,non_activity,no_response,63,26,True,mid,frequent,0
3,True,Clear,temp_mild,Healthcare,STILL,steps_q2,activity,good,63,26,True,mid,frequent,69
4,True,MostlyCloudy,temp_warm,Healthcare,STILL,steps_zero,non_activity,no_response,63,26,True,mid,frequent,0
5,True,Clear,temp_mild,Healthcare,STILL,steps_q4,non_activity,no_response,63,26,True,mid,frequent,136
1,True,Overcast,temp_mild,Work,STILL,steps_zero,non_activity,no_response,63,27,False,mid,frequent,0
2,False,MostlyCloudy,temp_hot,Work,STILL,steps_q8,no_send,no_send,63,27,False,mid,frequent,472
3,True,PartlyCloudy,temp_hot,Work,STILL,steps_zero,non_activity,good,63,27,False,mid,frequent,0
4,True,Overcast,temp_mild,Work,STILL,steps_high,activity,good,63,27,False,mid,frequent,820
5,False,PartlyCloudy,temp_hot,Home,STILL,steps_q6,no_send,no_send,63,27,False,mid,frequent,270
1,False,Overcast,temp_warm,Healthcare,STILL,steps_q6,no_send,no_send,63,29,True,mid,frequent,273
2,False,MostlyCloudy,temp_warm,Healthcare,STILL,steps_q5,no_send,no_send,63,29,True,mid,frequent,215
3,True,PartlyCloudy,temp_warm,Healthcare,STILL,steps_q4,non_activity,no_response,63,29,True,mid,frequent,123
4,False,Rain,temp_mild,Healthcare,STILL,steps_q5,no_send,no_send,63,29,True,mid,frequent,231
5,True,Overcast,temp_warm,Healthcare,STILL,steps_zero,activity,no_response,63,29,True,mid,frequent,0
1,False,Clear,temp_cool,University,STILL,steps_q8,no_send,no_send,63,30,True,mid,frequent,713
2,True,Clear,temp_cool,Store,STILL,steps_q3,non_activity,good,63,30,True,mid,frequent,91
5,True,MostlyCloudy,temp_mild,Gym,STILL,steps_q3,non_activity,good,63,30,True,mid,frequent,84
1,True,Clear,temp_freezing,Home,STILL,steps_q1,non_activity,no_response,63,31,True,mid,frequent,27
2,False,Clear,temp_freezing,Home,STILL,steps_high,no_send,no_send,63,31,True,mid,frequent,1820
3,True,Clear,temp_cold,Home,STILL,steps_zero,non_activity,good,63,31,True,mid,frequent,0
4,True,Clear,temp_freezing,Home,STILL,steps_high,non_activity,good,63,31,True,mid,frequent,1503
5,True,Clear,temp_freezing,Home,STILL,steps_high,non_activity,good,63,31,True,mid,frequent,3087
1,False,PartlyCloudy,temp_warm,FurnitureStore,STILL,steps_zero,no_send,no_send,63,32,True,mid,frequent,0
2,True,MostlyCloudy,temp_warm,University,STILL,steps_zero,activity,no_response,63,32,True,mid,frequent,0
3,False,MostlyCloudy,temp_hot,Restaurant,STILL,steps_q1,no_send,no_send,63,32,True,mid,frequent,19
4,True,Clear,temp_warm,University,STILL,steps_zero,non_activity,no_response,63,32,True,mid,frequent,0
5,True,MostlyCloudy,temp_hot,University,STILL,steps_q2,non_activity,no_response,63,32,True,mid,frequent,39
1,False,MostlyCloudy,temp_warm,Home,STILL,steps_q6,non_activity,no_response,63,33,True,mid,frequent,247
2,True,MostlyCloudy,temp_warm,Work,STILL,steps_q8,activity,good,63,33,True,mid,frequent,481
3,True,MostlyCloudy,temp_mild,Work,STILL,steps_q5,non_activity,good,63,33,True,mid,frequent,211
5,True,MostlyCloudy,temp_mild,Home,STILL,steps_high,activity,bad,63,33,True,mid,frequent,881
1,True,Overcast,temp_hot,Home,STILL,steps_q6,activity,good,63,36,True,mid,frequent,250
2,True,MostlyCloudy,temp_hot,University,STILL,steps_zero,non_activity,no_response,63,36,True,mid,frequent,0
3,True,Overcast,temp_mild,University,STILL,steps_q2,activity,good,63,36,True,mid,frequent,51
4,True,MostlyCloudy,temp_hot,University,STILL,steps_q6,non_activity,good,63,36,True,mid,frequent,245
5,True,MostlyCloudy,temp_hot,Home,STILL,steps_zero,activity,no_response,63,36,True,mid,frequent,0
1,True,Clear,temp_cool,University,STILL,steps_zero,activity,no_response,63,37,True,mid,frequent,0
2,True,MostlyCloudy,temp_warm,Restaurant,STILL,steps_q2,non_activity,good,63,37,True,mid,frequent,42
3,False,Overcast,temp_mild,University,STILL,steps_zero,no_send,no_send,63,37,True,mid,frequent,0
4,False,Overcast,temp_warm,Restaurant,STILL,steps_q3,no_send,no_send,63,37,True,mid,frequent,73
5,False,MostlyCloudy,temp_mild,University,STILL,steps_q6,no_send,no_send,63,37,True,mid,frequent,300
1,True,Clear,temp_mild,Home,STILL,steps_zero,activity,good,63,38,True,mid,frequent,0
2,True,Clear,temp_cool,Home,STILL,steps_q6,activity,no_response,63,38,True,mid,frequent,308
3,False,Clear,temp_mild,Home,STILL,steps_q3,no_send,no_send,63,38,True,mid,frequent,76
4,False,Clear,temp_mild,Home,STILL,steps_q2,no_send,no_send,63,38,True,mid,frequent,67
5,True,Clear,temp_mild,Healthcare,STILL,steps_zero,activity,good,63,38,True,mid,frequent,0
1,True,MostlyCloudy,temp_mild,Work,STILL,steps_zero,activity,good,63,39,True,mid,frequent,0
2,True,MostlyCloudy,temp_mild,Work,STILL,steps_q6,activity,good,63,39,True,mid,frequent,306
3,True,MostlyCloudy,temp_mild,Work,STILL,steps_high,non_activity,no_response,63,39,True,mid,frequent,1144
4,False,Overcast,temp_cool,University,STILL,steps_q5,no_send,no_send,63,39,True,mid,frequent,198
5,True,Overcast,temp_mild,Home,STILL,steps_q3,non_activity,no_response,63,39,True,mid,frequent,77
1,True,Overcast,temp_mild,Home,STILL,steps_q2,activity,no_response,63,40,True,mid,frequent,49
2,False,PartlyCloudy,temp_mild,Home,STILL,steps_zero,no_send,no_send,63,40,True,mid,frequent,0
3,True,Overcast,temp_mild,Home,STILL,steps_q7,non_activity,good,63,40,True,mid,frequent,365
4,True,Overcast,temp_mild,Home,STILL,steps_q7,non_activity,no_response,63,40,True,mid,frequent,374
5,True,Overcast,temp_mild,Home,STILL,steps_zero,activity,good,63,40,True,mid,frequent,0
1,True,PartlyCloudy,temp_mild,Restaurant,STILL,steps_zero,activity,no_response,63,41,False,mid,frequent,0
2,True,Overcast,temp_cool,GroceryStore,STILL,steps_q5,non_activity,no_response,63,41,False,mid,frequent,176
3,False,Overcast,temp_cool,Restaurant,STILL,steps_q7,no_send,no_send,63,41,False,mid,frequent,324
4,True,Overcast,temp_cool,GroceryStore,STILL,steps_zero,non_activity,no_response,63,41,False,mid,frequent,0
5,False,MostlyCloudy,temp_cool,Store,STILL,steps_q6,no_send,no_send,63,41,False,mid,frequent,234
1,True,Overcast,temp_mild,Home,STILL,steps_q5,non_activity,no_response,63,42,False,mid,frequent,225
2,True,Overcast,temp_mild,Store,STILL,steps_high,activity,no_response,63,42,False,mid,frequent,865
3,True,Overcast,temp_cool,Home,STILL,steps_q1,activity,good,63,42,False,mid,frequent,29
4,True,Overcast,temp_mild,Home,STILL,steps_q6,non_activity,good,63,42,False,mid,frequent,305
5,True,Overcast,temp_mild,Home,STILL,steps_q8,non_activity,no_response,63,42,False,mid,frequent,802
1,True,Rain,temp_cool,University,STILL,steps_q3,activity,no_response,64,1,True,mid,rare,78
2,False,Overcast,temp_cold,Home,STILL,steps_q4,non_activity,good,64,1,True,mid,rare,154
4,True,Rain,temp_cold,Healthcare,STILL,steps_q8,activity,good,64,1,True,mid,rare,572
1,True,PartlyCloudy,temp_cool,Home,STILL,steps_q6,non_activity,good,64,2,True,mid,rare,272
2,True,Overcast,temp_cool,Home,STILL,steps_q1,non_activity,good,64,2,True,mid,rare,19
3,True,PartlyCloudy,temp_cool,Work,STILL,steps_q1,activity,good,64,2,True,mid,rare,25
4,False,Clear,temp_cool,Store,STILL,steps_q1,no_send,no_send,64,2,True,mid,rare,18
5,True,Overcast,temp_cool,Store,STILL,steps_q6,non_activity,no_response,64,2,True,mid,rare,262
1,True,Overcast,temp_mild,Work,STILL,steps_zero,non_activity,no_response,64,5,True,mid,rare,0
2,True,Overcast,temp_mild,Work,STILL,steps_q2,activity,no_response,64,5,True,mid,rare,43
3,True,Overcast,temp_cool,Work,STILL,steps_q5,activity,good,64,5,True,mid,rare,196
4,True,Overcast,temp_cool,Work,STILL,steps_q2,activity,no_response,64,5,True,mid,rare,52
5,False,MostlyCloudy,temp_mild,University,STILL,steps_zero,no_send,no_send,64,5,True,mid,rare,0
1,True,Overcast,temp_cool,University,STILL,steps_zero,non_activity,no_response,64,7,False,mid,rare,0
2,True,MostlyCloudy,temp_mild,University,STILL,steps_q8,activity,good,64,7,False,mid,rare,729
3,False,Overcast,temp_mild,University,STILL,steps_q7,no_send,no_send,64,7,False,mid,rare,349
4,True,Clear,temp_mild,Home,STILL,steps_zero,non_activity,good,64,7,False,mid,rare,0
5,True,Overcast,temp_mild,Home,STILL,steps_q5,non_activity,no_response,64,7,False,mid,rare,169
1,False,Overcast,temp_cool,Home,STILL,steps_q2,no_send,no_send,64,8,True,mid,rare,37
2,True,Overcast,temp_cool,Home,STILL,steps_zero,non_activity,no_response,64,8,True,mid,rare,0
3,False,Overcast,temp_cool,Home,STILL,steps_q7,no_send,no_send,64,8,True,mid,rare,334
4,True,Overcast,temp_cool,Work,STILL,steps_q6,non_activity,no_response,64,8,True,mid,rare,250
5,True,Overcast,temp_cool,Work,STILL,steps_q1,non_activity,no_response,64,8,True,mid,rare,20
1,False,Overcast,temp_mild,Healthcare,STILL,steps_q5,no_send,no_send,64,15,True,mid,rare,189
2,True,MostlyCloudy,temp_cool,Restaurant,STILL,steps_q6,non_activity,good,64,15,True,mid,rare,300
3,True,Overcast,temp_mild,Healthcare,STILL,steps_zero,non_activity,good,64,15,True,mid,rare,0
4,True,Clear,temp_mild,Healthcare,STILL,steps_zero,non_activity,no_response,64,15,True,mid,rare,0
5,False,Clear,temp_mild,Restaurant,STILL,steps_q6,no_send,no_send,64,15,True,mid,rare,250
1,True,Overcast,temp_mild,Home,STILL,steps_q8,activity,no_response,64,17,True,mid,rare,504
2,True,Overcast,temp_warm,Home,STILL,steps_q3,activity,no_response,64,17,True,mid,rare,96
3,True,MostlyCloudy,temp_warm,Home,STILL,steps_q8,activity,good,64,17,True,mid,rare,539
4,False,PartlyCloudy,temp_mild,Home,STILL,steps_q5,no_send,no_send,64,17,True,mid,rare,167
5,True,PartlyCloudy,temp_hot,Home,STILL,steps_zero,non_activity,bad,64,17,True,mid,rare,0
1,True,Overcast,temp_mild,Home,STILL,steps_zero,non_activity,no_response,64,18,True,mid,rare,0
2,True,Clear,temp_cool,University,STILL,steps_high,non_activity,no_response,64,18,True,mid,rare,863
3,False,Overcast,temp_cool,Home,STILL,steps_q6,no_send,no_send,64,18,True,mid,rare,257
4,True,Overcast,temp_cool,Home,STILL,steps_q3,non_activity,no_response,64,18,True,mid,rare,92
5,True,Clear,temp_mild,Home,STILL,steps_zero,non_activity,no_response,64,18,True,mid,rare,0
1,False,Overcast,temp_cool,ElectronicsStore,STILL,steps_q1,no_send,no_send,64,19,True,mid,rare,27
2,True,Overcast,temp_cool,ElectronicsStore,STILL,steps_q5,non_activity,no_response,64,19,True,mid,rare,230
3,True,Overcast,temp_cool,ElectronicsStore,STILL,steps_q8,non_activity,good,64,19,True,mid,rare,541
4,False,Overcast,temp_cool,Restaurant,STILL,steps_q6,non_activity,good,64,19,True,mid,rare,287
5,False,Overcast,temp_cool,ElectronicsStore,STILL,steps_q2,no_send,no_send,64,19,True,mid,rare,50
1,True,MostlyCloudy,temp_mild,Home,STILL,steps_zero,activity,no_response,64,21,False,mid,rare,0
3,True,Overcast,temp_hot,Home,STILL,steps_zero,non_activity,no_response,64,21,False,mid,rare,0
5,False,Clear,temp_warm,Home,STILL,steps_zero,no_send,no_send,64,21,False,mid,rare,0
1,True,Clear,temp_cool,Home,STILL,steps_zero,activity,no_response,64,23,True,mid,rare,0
2,True,Clear,temp_mild,University,STILL,steps_q1,non_activity,bad,64,23,True,mid,rare,18
3,False,Clear,temp_mild,University,ON_MOVE,steps_q6,no_send,no_send,64,23,True,mid,rare,260
4,True,Clear,temp_cool,University,STILL,steps_q8,non_activity,no_response,64,23,True,mid,rare,687
5,True,Clear,temp_cool,Home,STILL,steps_q2,no_send,no_send,64,23,True,mid,rare,50
1,False,Overcast,temp_mild,University,STILL,steps_zero,no_send,no_send,64,25,True,mid,rare,0
2,True,Overcast,temp_cool,University,STILL,steps_zero,activity,good,64,25,True,mid,rare,0
3,False,Overcast,temp_mild,University,STILL,steps_zero,no_send,no_send,64,25,True,mid,rare,0
4,True,MostlyCloudy,temp_mild,Home,STILL,steps_zero,activity,good,64,25,True,mid,rare,0
5,True,Overcast,temp_cool,University,STILL,steps_q2,activity,no_response,64,25,True,mid,rare,70
1,True,MostlyCloudy,temp_mild,Home,STILL,steps_q6,activity,no_response,64,26,True,mid,rare,249
2,True,MostlyCloudy,temp_mild,Work,STILL,steps_q3,activity,no_response,64,26,True,mid,rare,107
3,True,PartlyCloudy,temp_mild,Work,STILL,steps_q2,activity,no_response,64,26,True,mid,rare,39
4,True,MostlyCloudy,temp_mild,Home,STILL,steps_zero,non_activity,good,64,26,True,mid,rare,0
5,False,MostlyCloudy,temp_mild,Home,STILL,steps_q2,no_send,no_send,64,26,True,mid,rare,38
1,False,Overcast,temp_cool,Work,STILL,steps_q7,no_send,no_send,64,29,True,mid,rare,448
2,False,Overcast,temp_cold,Work,STILL,steps_q4,no_send,no_send,64,29,True,mid,rare,122
4,True,Overcast,temp_cold,Work,STILL,steps_q4,non_activity,good,64,29,True,mid,rare,124
5,True,Overcast,temp_cool,Restaurant,STILL,steps_high,non_activity,no_response,64,29,True,mid,rare,1335
1,False,Overcast,temp_cool,Healthcare,STILL,steps_zero,no_send,no_send,64,31,True,mid,rare,0
2,True,Overcast,temp_cool,Healthcare,STILL,steps_q4,non_activity,good,64,31,True,mid,rare,131
3,True,Overcast,temp_cool,Home,STILL,steps_q1,non_activity,good,64,31,True,mid,rare,19
